Komentar,Label,Label_Validator
asep nya ditelen anjingg,3,3.0
rela memborbardir harga diri demi viral lebih jelek dari sikat wc😂,3,3.0
kok kru jakarta kerasnya keliatan lebih bodoh dripada bayem sore kek taik😂,3,3.0
lama2 kayak sumanto wajahnya 😅,3,3.0
matanya kaya pengguna,3,3.0
gua kaga ngapa ngapain di maki maki anying😭,3,3.0
curiga pemake nih orang,3,3.0
kyk reog dah rambutnya,3,3.0
1 tahun berlalu kirain bertambah baik nih orang ternyata makin bobrok bang mandi bang cukur rambut cari kerja gituu malu bang sama binatang binatang aja masing2 punya fungsi di muka bumi,3,3.0
di undang krn begonya,3,3.0
lu mending lanjut nyabu ae bang,3,3.0
sejauh ini yang gw dapet cuman toolol nya doang,3,3.0
yang aku dapet dari 38 menit ini tololl mangapaa sii,3,3.0
ciri khas menertaakan diri sendiri tolol,3,3.0
muka sama bacotnya sama sama rusak,3,3.0
goblog di pamerin,3,3.0
dia kaya temen gue persis dia ngumpulin kosakata kosakata bahasa indonesia yg tingkat tinggi biar kalo ngomong keliatan berwibawa keliatan cerdas disempilin kata kata kasar juga buat ngrendahin yg menurut dia bodoh padahal mah dia nya yang kalo ngomong muter muter gajelas ga nyambung😂,3,3.0
dia dosa pakai kata2 kasar begitu apalagi untuk merendahkan orang lain,3,3.0
komposisi percakapan 50 anjing 20 bangsat 20 tolol ngentot dan lain lain 10 ngobrol,3,3.0
podcast ini lebih pantas disebut mempermalukan gimana engga soalnya memperlihatkan betapa bodoh dan ga berbobotnya kualitas bintang tamu yang diundang wkwk,3,3.0
pelajaran yg di dapet dari podcast bayem ngentod ajg ajg ajg ajg ajg kntl mmk mmk bgst,3,3.0
isinya daging anjing,3,3.0
saya yakin bang filsuf ini ipk nya di bawah 3,3,3.0
waahhh ini org nrkoba anjg,3,3.0
anjing mulu,3,3.0
anj ng mulu dah capek bet,3,3.0
gokil goblok dari kecil,3,3.0
tolong test urin si gondrong ini hahahaha,3,3.0
ni orang berasa paling keren banget cuman gara gara tata bicaranya kaga ada tatakrama sama sekali lahh kocak wkwk,3,3.0
gw cuma dapet tainya aja,3,3.0
orang autis gw jujur iya bang,3,3.0
muka udah kek bapak2 toxic nya gk karuan bjir 😊,3,3.0
nyuruh orang kerja lu aja bilang katanya cuma makan tidur makan tidur,3,3.0
bayem muka lu gelap banget dah kaya abis maghrib,3,3.0
komuk nye gerahhh buka sleting komuknya wkwkkw pengap😂😂😂😂😂,3,3.0
muka gak pernah solat ya bang,3,3.0
@@martabakkemaren3137 iyeee lemes bgt komuknyee bedebuu jugaa,3,3.0
lu punya duit lu bisa buy spin,1,1.0
odgj ni org,4,4.0
tidur makan berak bayem kntl,3,3.0
@kecoaberkilau bayem orang tau etika keluarga diliat dr kata2 nya yg terakhir bangke ni orang toxic tp soal etika keluarga no 1 keren njeengg,3,3.0
omongan bayem diawal benersih podcast anjg gaada interaksi,3,3.0
berapa kali dya nyebut kata anjing ngent00t,3,3.0
pinteran bonge anying,3,3.0
lo ngomong apesih bray ngomong ama berak sama aje😅,3,3.0
kecrak kecrek mulu mulutnya🥲,3,3.0
mahasiswa yg pikirannya masih kayak bocil terlihat dari bicaranya yg smua isinya jorok smua 🫢,3,3.0
belajar ngomong dulu nyet yg bener itu mulut udah kaya wc aja isinya kotoran semua,3,3.0
621 kata anjing 91 tai 112 ngentot itu isinya 😅,3,3.0
gua ngitungin dia ngomong anjing sama bangsat wkwkwkwk,3,3.0
ngomong kotor 108 kali perdetik hebat banget 🔥,3,3.0
apaansi anj gua ngakak mulu bangsat😭,3,3.0
narasumber diobyekin gini anjir wkwkwk,3,3.0
kasian gw ama lu bre diundang cuma buat di permalukan lu juga cara ngomongnya kasar bgt kayak orang yg gk berpendidikan,3,3.0
setinggi apapun pendidikan lu bang tidak mampu membeli sopan santun,3,3.0
dia emang sukses sih sukses memperlihatkan ketololannya 😅,3,3.0
ada yang tau berapa kali dia nyebut njing,3,3.0
orang mabok di suruh ngomong ya ngaco si bayem berubah jadi nabi,3,4.0
nabi bayem,3,3.0
buset palanya goyang kanan kiri kek miniatur anjing di dashboard mobil,3,3.0
lu aja gak bisa bahasa inggris taikkk,3,3.0
minimal mandi,3,3.0
gua nonton mau liat ketololan nya,3,3.0
kalo mukul hewan kek gini kena pidana nggak ya,3,3.0
bodoknya di pelihara,3,3.0
karma yg cocok buat lu ilang semua peler lu ampe biji bijinya,3,3.0
maen ke bandung cacingan,3,3.0
baru ini ada orang yang mempermalukan dirinya sendiri,3,3.0
kurus amat punya penyakit cacing y,3,3.0
kok ada sih cewek yg suka ornag kaya gini wkwk orng pake android pake ipong lah serah orang lah selamat ya cogil alias cowok gila ke penjara,3,3.0
ngmng ke nakalannya ga sesuai klo pas lg tinju kek ayam sakit pgn nonjok mukanya kena hukum ga si,3,3.0
the next young lex generation 🗿 ke dekilanya mirip sama persis,3,3.0
katanya kuliah tapi ko tolol banget,3,3.0
btw anak nya pasti bakal mirip sifatnya ama dia benihnya aja benih dia😂 ya syukur2 lah kalo ga mirip ama dia selagi di didik ama emaknya bener mah,3,3.0
gua yakin nnti satria ini diangkat jadi nabi sih soalnya kenapa dari masih muda udah punya banyak domba,3,3.0
ini hewan jenis apa ya ko matanya empat😅kalo manusiakan matanya 2,3,3.0
gue rasa ini anak ada penyakit mental kurang perhatian dr ortu maybe makanya jd caper publik gni,3,3.0
pingin gw jumpa sama dia info dong wa nya mukanya kaya tukang parkir dijegal,3,3.0
sampah nih anak…,3,3.0
njir bisa gtu aja bahangga ya kek gk punya malu 😂,3,3.0
masih ada cewe yang mau sama yg beginian,3,3.0
gua nonton sambil maki2 😊,3,3.0
tolollnya gada obat sumvah,3,3.0
manusia tertolol didunia mungkin yaa sianjinggg,3,3.0
ktanya bisa bhs inggris giliran disuruh pke bhs inggris mlhan ketawa ketiwi emg dasar codot cwo idiot😭🙏,3,3.0
bang mau mukulin bayar ga,3,3.0
mereka menertawakan mu bukan tertawa bersama mu😂,3,3.0
penyeselan terbesar steven jobs kayaknya ini deh btw dia sadar ga sih dia menjijikan,3,3.0
orang kek gini dikasi panggung,3,3.0
tolol dong,3,3.0
budak sha si 😭,3,3.0
bocah ingusan omongannya kek tai semua,3,3.0
gua kalau jumpain lu peduli pun kagak apalagi deketin serius jijik gua,3,3.0
bocah bahan cengan ditongkrongan,3,3.0
anak kemarin sore kalo cerita tolol nya kelewatan,3,3.0
rai koyok nyambek kakean cangkrm cok wkwkwkwk,3,3.0
dia termasuk jenis makhluk halal dibacok ga si,4,3.0
apaan sih nih monyet begitu pikiran orang2 yg nonton dan baca komentar ini 😅,3,3.0
ni orang siapa si cacingan aje belagu lu nyuk,3,3.0
mahluk purba kah dia,3,3.0
siapa jg yg demen sama cogil 😔,3,3.0
si yatim banga bat,3,3.0
gw gk begitu suka sama ni org tapi dia pede dengan kegila an dan ketolol lan nya sendiri 😅,3,3.0
malu bos ama anak konglo oldmoney muntah ngeliat loo😂,3,3.0
sorry banget nih gue kuat nntn ampe 10menit doang ahahah,3,3.0
bocah ingusan😂😂,3,3.0
gaya lu ribut aja kita sat,3,3.0
rusak anj,3,3.0
sok iye lu kopet,3,3.0
ibumu pasti bangga,3,3.0
pake nogol lg di beranda gw asw,3,3.0
bangga dengan ketololan nya sendiri njirr,3,3.0
untuk cewe2 indonesia yang masih waras pasti ga mungkin mau sama manusia paling tolol se indonesia,3,3.0
menjijikkan sekali,3,3.0
miris anjir liat nya,3,3.0
pler banget ni orang knp gak di gebukin aja co,3,3.0
gue sebagai anak jaksel malu anjir,3,3.0
tuhannya biarin dulu deh biar dosanya sama kaya fir un biar sekamar asik juga ni jelmaan hewan,4,4.0
sitolol ini merasa paling keren ya 😢,3,3.0
mohon maaf kami sekeluarga sudah berusaha meracuninya tapi beliu ini sangat kuat 😮,4,4.0
bang ada kontak manager satria mahantod gak mau call out tanding boxing diatas ring tapi klw dia mau terserah apa aja dah mau pake cr atau br boleh juga 🙏,3,3.0
bisa mintol d ludahin ngk muka bocah satu ini,3,3.0
dia banga di undang di banyak podcast padahal semua podcast main hlus untuk memperlihatkan ke botolan mu bodoh dan tolol 😂😂😂😂😂 tolol amat ni anak tpi sangat menghibur 😂,3,3.0
@@outfitby al haha gue aneh anak segede kencur begitu ngaku udah ngalamin semuanya 😄 halu banget kan,3,3.0
manusia oon,3,3.0
good job sob makin sukses dengan kegoblokan lu anjaiaaaaaa,3,3.0
lo olang memang harus dihantam a,3,3.0
sumpah ni anak udah kena otaknya🤦🏻‍♂️ makin sengkle urat malunya,3,3.0
inilah pentingnya baca doa sebelum bikin anak biar anaknya ga kaya gini anak haram ni pasti,4,4.0
orang tolollll gapenting kek gini dikasih panggung mulu heran ama indon,3,3.0
ini spesies apa kawan mohon beri tempat habitat yg cocok di mana👇🏻,3,3.0
jamet banyak tingkah,3,3.0
dan cewek android gak mungkin juga mau sama mahluk mitology kek elu,3,3.0
merusak nama satria bngst lah ajg pemuda jaman sekarang banyak negatifnya,3,3.0
yuk bisa yuk boxi ng ama gua,1,1.0
yuk ke ring bisa kali sama gua,1,1.0
anak anjing bakalan kena azab ni anak,3,3.0
ni orang waras gak sih,3,3.0
kelainan jiwa bodok bicara sembarang🥴,3,3.0
gua liat muka ni org bawaan nya pen nonjok beneran,3,3.0
asli klo gw jadi crew jaker udh gw tumbuk ini orang nonton ini aja kesel sendiri bawaannya,3,3.0
selama hdup msih blm prnah temenan sma org bgst yg kek ginian,3,3.0
bang plis dong ketemuin gua sm dia pngn gua bacok kepala nya,3,3.0
moga aha anaknga gedenya ga malu punya bokap kyk bokongnya rikishi,3,3.0
anjing nyebut grammer aja gk becus nih bocil sok sokan😂,3,3.0
ada setolol ini ya,3,3.0
bangga dengan ketololan nya,3,3.0
jgn nangis nnti di seret ke buih nangis bilang nya itu konten dan seru2an lgi krna kaya loe bacot nya gede nnti pas di seret ke buih nangis dan minta ampun dah ngmng sma pak polisi hanya konten dan seru2an lgi,3,3.0
loe ngaku seakan jago dan hebat di kandang donk ya bro karna ketauan banget bacot loe terllu tinggi dan ke botolan loe di lihat kan di publik,3,3.0
gw punya teman anak jaksel tapi ga kaya nie botol dan ga tengil lgi bro jdi manusia jgn loe pertontonan ke tololan loe sendiri di di publik 😂😂😂,3,3.0
dia nunggu karma sedangkan karma nya masih di rumah ketemu mah di sikat lu langsung,3,3.0
gw doain terkabul semoga bisa di proses bro yg loe minta untuk merasa kan di proses sama polisi ya bro,3,3.0
ngomong pemain cwe masa belum pernah pacarin janda belum jauh berati terbang loe bacot loe donk yg tinggi berati 😂😂😂,3,3.0
gw baru nonton orang yang buka aib ketolol nya sendiri 😂😂😂😂,3,3.0
gaya loe tong banyak anak jaksel ga kaya loe tengil dan sok terlalu ganteng loe kaya cwo paling ganteng seindonesia ginih manusia yg memalu kan diri sendiri di publik tpi bagi dia bangga mengubar aib dan kebegoan nya sendiri😂😂😂,3,3.0
ibu nya bandar narkoba di penjara seumur hidup jadi masuk akal sih klo dia kaya gitu,3,3.0
anak ngent greget gua nontonya,3,3.0
nih bocah kebanyakan gadoin sitrun gini nih,3,3.0
ajig bgt kenapa ni org belom ditangkep dh,3,3.0
muka lu tebel ye bang 😅,3,3.0
muka lu tebel ye bang 😅,3,3.0
muka lu tebel ye bang 😅,3,3.0
muka lu tebel ye bang 😅,3,3.0
klu ngerasa keras knp nga ikut tinju aja bro,3,3.0
contoh orang yg lahir dr dubur 😂,3,3.0
bisa bisanya ngundang beruk jakarta keras,3,3.0
interview orang bangor,3,3.0
orang tolol begini di kasih panggung ya rusak,3,3.0
mukanya udh kya abk cuk,3,3.0
sok ganteng kon,3,3.0
bisa aja kurus kerempeng hidung tomat🤮🤮🤮🤮🤮,3,3.0
untung lu idup dijakarta coba di jawa khususnya madura udah ldr itu kepala sm leher,4,4.0
ini odgj yg lg d cari,3,3.0
bocah bang sat,3,3.0
siapa sih anak tolol ini wkkaka,3,3.0
mirip emak gila 🤣,3,3.0
efek firaun punya anak,3,3.0
ko bisa ya orang sepede ini padahal aslinya orang2 disitu ngetawain lu dalam hati ngeliat gaya sama tingkah dan ket lolan lu 😅,3,3.0
dekil begini sosoan geli sama org lain,3,3.0
dekil gitu ngaku anak jaksel 😂😂😂,3,3.0
apa cuma gie yg kudet gk tau dia siapa anjir 😂 ko kelakuan nya kaya rakun kelaparan 😂 lahir nya akibat kondom bocor anying haha,3,3.0
orang kalo yang di undang ke acara acara kan cuma ada 2 hal pertama dia punya kelebihan kedua dia punya kekurangan nah mungkin ini di undang karna kekurangan kali ya abisan di kasih kekurangan sama tuhan eh malah dikurang kurangin lagi,3,3.0
kocak bangga sama ketololan nya,3,3.0
gw kira gw udah bodoh ternyata ada yang lebih parah,3,3.0
odgj masuk podcast,3,3.0
mirip biji letoy,3,3.0
si anjing yg bangga menceritakan dosa dosanya 🤣🤣,3,3.0
bangke baru liat orang yang bangga sama ketololanya😢,3,3.0
dih sok ganteng banget anj,3,3.0
mukanya kaya ga pernah mandi,3,3.0
bisa nggak sih si el atau nichol gak usah pada ribut salah satu dari kalian gebukin satu makhluk ini aja pen tau klo gembel jamet tengil ini dihajar artis songong nya kuat sampe mana😂,3,3.0
taik nyedot rokok aja kek bocil smp yg baru belajar ngerokok lu anying anying wkwk,3,3.0
bapaknya udah di tanah ibunya di penjara,3,3.0
si paling kriminal,3,3.0
si paling bangorrr,3,3.0
mahluk kek gini kalo di posting di jual beli burung hantu laku ga si,3,3.0
prestasinya hamilin anak orang,3,3.0
di ajak ngomong bahasa inggris panik kntl,3,3.0
pengin banget ngobrol gitu langsung di mane kek maksud gw gw bisa tahan greget seberapa mana dengernya setegang mana sih urat urat tangan gw buat mukul tuh congor bocah sok soan banyak bacot anjing,3,3.0
maaf iyah dia kalau lapar pasti gituh ngomong nya aga ngelantur,3,3.0
dingkluk o tak bal ndasmu,3,3.0
papah muda jaksel kyak orang cacingan ya,3,3.0
orang brengsek kek gini dikasi panggung wkwkwkwkwk😂,3,3.0
udah bukan tolol lagii sii keterlaluan dongoooo banget anj😅,3,3.0
ngeselin bngsd,3,3.0
orang orangan sawah,3,3.0
250k dapat kandangnya dapat pakan gratis😊😆,3,3.0
cobak poninya dijambak trus di pangkas makek clurit kenakin korengnya juga gpp,5,3.0
terlepas dari kontroversinya tapi si t i ini enak diketawain😂,3,3.0
pengen ngajak berantem asli,3,3.0
mereka ketawa bukan karena bangga sama lu tapi mereka ketawa liat tololnya lu😴,3,3.0
bangganya kebangetan tololnya sampe ku ubun2,3,3.0
org tua mna yang bangga melihat anaknya seperti ini memalukan ortu lu satria,3,3.0
orng kek gini malah dikasih panggung,3,3.0
mahluk kek gitu dikasih panggung aduhh😢,3,3.0
sok²an hahah konyol aib diumbar demi terkenal wkwkkw,3,3.0
rusak kok bangga😂😂😂,3,3.0
terkenal krn ketololannya,3,3.0
kaya orang ngga sekolah cara ngomongnya😅,3,3.0
terlahir dari kondom bocor,3,3.0
minum 1 gelas udah mabok aowkowkwkk,1,3.0
tolil nya natural,3,3.0
speechless banget asli pd banget nunjukin aib sendiri baru 20 tahun tapi mentalnya udah error 85,3,3.0
banyak yang umurnya 20 tapi pola pikirnya gak se tolol elu,3,3.0
satria menurut gua pinter dan coll netizen t o l o l dan b o d o h 😂😂😂,3,3.0
idiih sebeelll so bgt najis pala nya ora bisa diem lagi,3,3.0
babi hutan,3,3.0
silahkan ke jawa timur kalo ingin lebih terkenal terkenal gobl knya wkwkwk nang jowo ga kurangan wong nakal tapi yo ra tolol koyok ngene su nakal boleh tolol jangan,3,3.0
baru feeling aja sih ini mah kayanya dia gara gara jatoh otak nya copot ke tuker sama otak jongkok😂 bocah exsimer😂😂 mirip bencis dikit wkwkw😂😂😂😂😂,3,3.0
padahal aibnya ditutupi allah tapi malah dia bangga mengumbar aibnya nauzubillah hindarkan keturunan kita dari sifat makhluk seperti itu,3,3.0
si tolol,3,3.0
di pukul idungnya enak kali nihhh,3,3.0
bocil kematian,3,3.0
coba dipecah kepalanya curiga isi nya sampah,3,3.0
gila ganteng banget nih cowo pengen bgt mukanya gua templokin tai biar die lebih keliatan ganteng lg 🤣,3,3.0
muka kaya sendal jepit,3,3.0
inilah contoh sdm rendah😂😂,3,3.0
walaupun gw pke boba keluaran terbaru jga ga mau ma lo ngaca dikit dah jadi org jgn ngerasa laku,3,3.0
ketololan hakiki,3,3.0
w jg kalo jd ceweee milih2 ketemu cowoo ky jameeet ky giniii 😂,3,3.0
gua yang mabok lu yang ngaco ajg,3,3.0
kalok dia mayak nya di aku pingin gue tonjok pas hidungnya biar nggk napas lagi,4,3.0
fix tampolable,4,3.0
lah elah paok gk guna gini di undang,3,3.0
mulutnya enteng bener,3,3.0
pertama gue liat lo jg lgsung blg najissss 😂,3,3.0
gini amat lu met mau naik hahahaha oiyaa lupa sdm indo rendah dan si goblok ini paling rendah wkwkwk,3,3.0
pengen gue keplak aja ndase,3,3.0
bacot bat anj,3,3.0
salah goblok lu salah lu itu salah kalo jadi orang meresahkan apa lagi buat orang lain kalo lu merasa tersakiti dan pengen balas dendam noh bales dendamnya sama ibu bapak atau minimal keluarga dekat lulah yang lu resahin jangan orang lain yang lu buat resah goblok,3,3.0
ampun bang bangor gue ajak nongkrong juga lo tumbang duluan,4,3.0
najis banget sumpah wkwk,3,3.0
najis pengen gua ludahin,3,3.0
standar lo tinggi bgt sat muka kaya lap dapur ae,3,3.0
allah nutupin aibnya ehh malah diumbar2 sendiri tolol2,3,3.0
analisa tajam tapi otak beleng kemana mana,3,3.0
kelihatan tolol bet dah orang kek gini jngkel bet gua lihat,3,3.0
nongkrong di warkop geli justru warkop yang geli liat muka lu kayak tinja sapii,3,3.0
muka kaya gitu bansur di tongkrongan,3,3.0
untung lu kaya cuman minus otak aja 😂😂😂😂,3,3.0
mafia jaksel ni suka banget orang kayak gini menghibur hahahahaha,3,3.0
sini dateng ke bandung abang ganteng biar d kasih podol tai beres modol ka bengeut sia jeung congor sia nu jahanam 🖕,3,3.0
lumayan badut baru lagi 😂,3,3.0
haduhh otak nya gk jauh jauh dri selangkangan heran yg tipikal kya gni bgusnya ikut wajib militer,3,3.0
30rb sama kandang minus banyak bisa di cek di video cod pertengahan,3,3.0
habis ngelem dek,3,3.0
palanya goyang mulu pengen gua hook rahangnya,3,3.0
anjing manusia dungu di pelihara,3,3.0
ketika orang bangga dengan ketololanya 😂,3,3.0
keras taik 😂,3,3.0
masih banyak org kaya dia di luar sana tp songongnya dia gak malu ngatain kaya orang bodoh di tanggap,3,3.0
ini pasti satu spesies sm satria,3,3.0
ni podcast sama kayak tempat pembuangan sampah ya jadi semua sampah di kumpulin disini orang kek gini sesekali omongan nya harus lu patahin bukan lu sorakin dia makin senang kalo lu gituin makin lu gituin makin bnyak orang modelan kek gini bermunculan supaya terkenal,3,3.0
ni anak diumur 12 tahun pernah mengalami kecelakaan yg mmbuat otaknya pindah di dekat anus,3,3.0
kayaknya lebih enak liat ee kucing deh timbang liat si kampret ini🤣🤣 mana kelihatan banget dari tampang dan ngomongnya iq nya jongkok banget 🤣🤣 mana joroknya terlihat nyata lagi🤪🤪,3,3.0
gràmàr anying🤣🤣🤣,3,3.0
aib sendiri ya 😂 luar binasaaaa minimal mandi dah,3,3.0
ternyata masih ada org lebih goblok dan malu malu in dr gw 🤣,3,3.0
kodok sok ganteng,3,3.0
sok ganteng jamet,3,3.0
bang ngeplak pala orang yang bangga sama ketololan nya boleh kan,4,3.0
mata lu tuh boba empat 😂,3,3.0
ketemu di jalan tabokin enak kali ya,3,3.0
sat mandi ga sih,3,3.0
laki begini di tongkrongan gua udh dijadiin cengan tukang suruh sama sering di geplakin,3,3.0
bangke disini jaktim menunjukan kelasnya wkwkwkwk,3,3.0
udah jelek kotor pula 😁,3,3.0
di tunggu dia nangis gara² cewe sii,3,3.0
minimal cuci muka bang,3,3.0
muka lu noh ke logo android,3,3.0
senga bat gayanya,3,3.0
mukanya kaya si wesi yo wesi,3,3.0
gak pernah punya hp android flagship ya,3,3.0
gua bangga sklah smp tapi ga setolol ini wkwk,3,3.0
umur masih muda kelakuan lu kek orang tolol gapinter satriaa,3,3.0
ni org kalo dimedan dibilang bencong bg serius,3,3.0
keturunan ganteng berarti lu produk gagal yeh ngaca nya jangan pake ember jadi lu gak sadar kalau komuk lu jelek ancur jangan ketinggian boy jatuh langsung mampus,3,3.0
manusia jenis apa ni kok gak dibasmi sama ilmuwan mahkluk ni satu juga destruktif,3,3.0
apasi anjg,3,3.0
terimakasih telah menghadirkan binatang langka,3,3.0
dah dengerin aja pengangguran gmg takut2 dia bundir doang😢,3,3.0
terkenal dengan ke tololannya,3,3.0
kasian ketauan kecilnya gak punya temen jadi gini nih,3,3.0
koyok ganteng2o raimu ae,3,3.0
bisa di jadikan contoh bahwa anak seperti ini bakalan jadi perusak bangsa jangan sampe dikasih panggung lagi,3,3.0
tengil bgt,3,3.0
dua kata anak kontollllll,3,3.0
ooo menangislah kan kau juga,3,3.0
kok songong bgt nih bocah biar terkenal 😂😂😂😂,3,3.0
liat dia pas di pngen di gampar kasian anjir tolol nya murni tanpa pemanis buatan,3,3.0
ini pasti anak hasil zinah,3,3.0
bajawa aja ga tau katanya jaksel pride hadeh mukon mukon,3,3.0
efek dikasih makan pake duit haram jd nya begini anaknya kasihan orang tua nya kasihan juga sm ni bocah 😢,3,3.0
kamu kaya gak punya didikan orang tua ya jaga dong typing nya,3,3.0
denisecariesya versi cowo mulut isinya sampah,3,3.0
dengerin org tolol ngomong selama 49 mnt 😂,3,3.0
hiburan tenan ndelok wong pekok ngene ki wkwk,4,4.0
boba boba pentil maklo noh ireng kek boba sat,3,3.0
anak kuntul wkwkwkw,4,3.0
muka lo no kek somay,3,3.0
dalam hatiinye gw kece banget dah beuh pengen gw santet nih berjamaah,5,3.0
hey bocil muka tuwa saya yg nonton malu sendiri 😂 anda gamalu ya salut sih berani malu😂,3,3.0
apa yg mau dibanggain sebar benih dimana2 ada karma lho,4,3.0
komuk nya merasa diri nya keren padahal mahh tolollllll,3,3.0
wkwkw sok si paling di segani😅,3,3.0
jijikk bet anj sok oke lu muka kek gorengan e blaguu,3,3.0
dekil begitu,3,3.0
knapa sih org2 kek gini makin menjamur bgst bangga dengan ketololan dan sok mau dianggap rebel ujung2nya nyari cuan ngerendahin harga diri🤣,3,3.0
tanganku langsung pengen silaturahmi ke mulutnya,3,3.0
cil bocil,3,3.0
si paling boba,3,3.0
dupir duda pirang semasa muda ga beda jauh,3,3.0
muka mu aja kayak habis ngelem,3,3.0
tolol banget lu tuh diketawain bukan ketawa bareng,3,3.0
pendongeng handal yg sok tau 🤣🤣🤣,3,3.0
gw ngeliat lu triceng aja udah geli naik motor iiih geli sarkas bocah kosong 2023,3,3.0
mabuk kecubung nih orang kyanya,3,3.0
hiburan baru selain nonton kekayaan orang adalah nonton ketololan satria,3,3.0
gw kasihan sama masa depannya,3,3.0
orang kosong,3,3.0
ni siapa si anjinggg,3,3.0
gua mlh pnsrn sama bapak ema ya yg katanya di stiap podcast bilang bp ya orng hukum ibu ya bandar sabu itu benara apa karangan dia belaka coba telusuri kebenarannya,2,2.0
keturunan ganteng tapi yang ngomong kaya keset dirumah gua,3,3.0
capruk sia gembel,3,3.0
3. ngamer ni org,3,3.0
6. dalam hati anjirr keren bet dah gua 🗿 yg dilihat orang njirr nih orang tol0l bet dah dengan bangganya dengan kotololan dan kebodohannya sendiri,3,3.0
11. orang sakit ini mah anak jaksel,3,3.0
13. contoh orang yang urat malunya udah gak ada,3,3.0
15. so iye bgt dah anj pengen nimpuk,3,3.0
19. bangga dengan ke mokondoannya ke tololannya kegoblokannya sepanjang video gue cuma bisa ucap najiez tp berusaha nonton sampe selesai🥹,3,3.0
kacamata lu tuh kacamata gocengg,3,3.0
mukaanyaa kaayaa bool bangke,3,3.0
pantat lu abu abu nohh,3,3.0
tengil banget geli sumpah,3,3.0
ketololannya keliatan bngt wkwkwk😂,3,3.0
gegayaan lu cil cill baru netessss,3,3.0
pada jijik gasii dengerinnya 🤣,3,3.0
baru pertama kali ny gw liat orng sedongo ini 🤣,3,3.0
kemeja pasar malam prindavan ya bang,3,3.0
kendall jenner juga ogah kali sm modelan kek lu,3,3.0
gini nih kalo orang tolol di kasih panggung,3,3.0
anaknya pasti malu punya bpk kek dia,3,3.0
sukaaa bacaa tapi ko kaya tolol yahh ni anakk😂,3,3.0
awas hiv lo,4,3.0
rusak nih otaknya,3,3.0
enak banget ngetawain orang tolol sumpah 😂,3,3.0
dih cabe cabean juga kaga mau sama lu yg mau sm lu cuma org bego aja si😂,3,3.0
seru liat orng tolol😂,3,3.0
muka dekil gaya tengil,3,3.0
ngeri sdm indonesia makin bobrok dan totol 😢,4,4.0
meresahkan dan sampah masyarakat hahaha,4,3.0
ni orang ngelem mabok apa gimana omongannya astaghfirullah kok bangga,3,3.0
total eh tolol,3,3.0
orang kaya lu di penjara bakalan jadi tai ajg,3,3.0
andai saudara gue atau teman gue jotosss smpi bonyokkkkk😂,3,3.0
modelannya emang udah kaya tukang parkir sih,3,3.0
tolol nya mendarah daging,3,3.0
spesies tertolol dimuka bumi urat malu nya udah putus geli liat nya narsis bgt ini bocah 🗿,3,3.0
gaya nya kek🐒,3,3.0
sumpah jiji dah kaya waria tingkah nya,3,3.0
gilaa gue demen tengil lo sat🤣,3,3.0
bajilak rupamu sat,3,3.0
emg bowleeehh sebangorr ini😭,3,3.0
mau podcast minimal mandi bro berakkk 😂,3,3.0
si ngetot bawaan pengen nampol,3,3.0
muka tampolan,3,3.0
udah tatoan dongo,3,3.0
apanya yang suka baca pearl harbor aja gatau kimakkk yg di baca genre soal ngentot semua di hpnya pasti ada apk fizzo ni anak,3,3.0
sok ganteng jir,3,3.0
mandi gih minimal cuci muka,3,3.0
se ganteng apa sih dia geli krk,3,3.0
suka baca tapi kok goblok,3,3.0
makasih kak sekarang jadi rajin sholat biar ga kaya elu🙏🏻,3,3.0
cringe bgt ni binatang,3,3.0
suka baca tp pearl harbor aja g tau wkwkwkwk,3,3.0
gebukin aja,3,3.0
muka nya lebih mirip bocil thailand yg mukbang apa aja tapi versi remaja nya,3,3.0
gini yah cara ngasilin duit jual ketololannya 🤣,3,3.0
idung lu nih bangor bau cingor,3,3.0
hiv ni org,3,3.0
sorry ye pengen ku tokok ni ank wkwkwkwk,3,3.0
pengen gw gebukin lu sattttt nyebelin bgt,3,3.0
najis bgt ahhhhhh,3,3.0
pede gilaaaa pdhl mah ngetawain ketololan nya tu si cwo yg punya kelainan otak hahaha,3,3.0
pala goyang2 mulu kek boneka mampang,3,3.0
gg alin kalo idup lagi dikencingin lu,3,3.0
sat lu mandi ga si,3,3.0
minimal mandi saaaat,3,3.0
iya satria sundel sok gagah tle ne,3,3.0
si kecil penipuh mahir,3,3.0
so ganteng tolol,3,3.0
anak ngenttt,3,3.0
itu pantat kremian gatal kalo duduk di warteg,3,3.0
suka banget nih gua natural banget begonya,3,3.0
dia tau dia salah tapi tetep di lakuin wkwkk manusia satu ini rare bet kalo di jual belum bisa sama kandang ini seekor aowoakaaokk,3,3.0
info ngantemi kepala anak anjing yang satu ini,3,3.0
pengen nimpuk tai banget gayanya😂,3,3.0
sok ganteng banget ni primata purba,3,3.0
kayaknya dulunya dia stunting deh otaknya ga berkembang bgt,3,3.0
kendall jenner kaga mau sm lu lah anjrit wkwkw,3,3.0
kwwkkwwk dih najis,3,3.0
kek kntl ni anak wkwk,3,3.0
gue harap konten ini di hapus tidak baik buat anak2 di bawah umur dan semakin maraknya pelecehan seksual gara2 konten tidak mendidik,5,3.0
udah hilang urat malunya bang,3,3.0
daki di leher gosok dulu ngapa sat,3,3.0
anak spesial,3,3.0
ahelah kobra komuk brantakan,3,3.0
dia sering onani kayak nya,3,3.0
