Komentar,Label,Label_Validator
ayok lah ges dengan ngatain orng begitu lu dpt apa si heboh banget dh hidup orng jug kayak lu sempurna aj loh,3,3.0
dih gk punya hati,3,3.0
demii uang nyakitin perasaan orng nott my stylee,3,3.0
kalo bapak lo gaada siapa yang mau sayang sama lo🥺🥺🥺🥺🥺,3,3.0
pdhl jerawatan tapi pas di endorse sok mulus gapunya jerawat kerja kok nipu🤣,3,3.0
demii uang rela nyakitin perasaan org lain mata duitan,3,3.0
@zenn demi uang terus nyakitin perasaan orang not my style,3,3.0
yg minta hujat siapa ya ikut mah buat seru an klo not my style itu mah style style gw mah seru an lagi pula bener kok dia yg suruh,3,3.0
lah gw yg dapat ngapain lu yg bising dosa itu biar tuhan yg menilai lo ga berhak,3,3.0
eh ngehina awas kak nanti lu jerawatan orang ngehina jerawat itu ad doa nya,3,3.0
sy g minat dapet uang klo cara nya dengan ngehujat 😹,3,3.0
@zenn demi uang terus nyakitin perasaan orang not my style,3,3.0
wwkwkw jahat bngt anjit,3,3.0
situ punya bapak gak,3,3.0
efeknya tebel banget sampe jerawat nya ga keliatan aslinya mah banyak 😹😹,3,3.0
pantesan disakitin cowo orang bapaknya sendiri juga nyakitin🤣,3,3.0
ga tega tapi yahaha bapa nya selingkuh maaf kaa😭😭🙏🏼🙏🏼,3,3.0
kata mmah ku klo bapa ku selingkuh berarti bàpa aku laku🥰😭,3,3.0
gaenakan bgt anjim😭,3,3.0
anjj ngkaka bngtt😭😭😭😭,3,3.0
gaperlu dihina pun sudah hina,3,3.0
tanpa dihina pun kau sudah hina,3,3.0
gk usah dihina emng uda sehina itu,3,3.0
banyak gaya cari bapak lo sono biar dpt kasih sayang,3,3.0
makanya punya bapak biar g ngemis kasih sayang sma cwo,3,3.0
njir demi uang lu kek gitu,3,3.0
njir demi uang lu gitu,3,3.0
lc berhijab ya sekarang,3,3.0
gk usah dihina emng uda sehina itu,3,3.0
ga di hina pun udh hina,3,3.0
tampa d hina pun udh hina bgt,3,3.0
bingung apa yang mau dihina dari atas sampe bawah udah hina ngeliatnya,3,3.0
wanita penghibur minta di hibur,5,5.0
tanpa dihina pun kau sudah hina,3,3.0
makanya punya bapak biar g ngemis kasih sayang sma cwo,3,3.0
njir demi uang lu kek gitu,3,3.0
hujat aku dong,3,3.0
njir demi uang lu gitu,3,3.0
iya njir bw bpk,3,3.0
😳kshiaann bangettt punya bapak yang sring minta tf kebalik kali yee😁,3,3.0
percuma uang lu byk kalo bapak lu aja ga ngebiayain,3,3.0
percuma banyak uang kalo bapaknya jahat,3,3.0
aku mau hujat aja mikir banget kata² nya plisss😭,3,3.0
orang mah pengen di puji eh ini malah pengen di hujatt😭,3,3.0
gabisa ngatain orng demi duit not my style,3,3.0
ke banyakan gaya lu lengkapi dulu noh keluarga lu,3,3.0
anak merkuri pikmi,3,3.0
belumm di hina pun lu udah hina,3,3.0
g dulu g mau nyakitin hati org cuma karena duit,3,3.0
yg ngehujat ngemis 500k 😂,3,3.0
ya haha bapa nya selingkuh,3,3.0
tiap hari udh di hujat ko😹,3,3.0
yahaha bapanya jahat 😂 tapi sama aku juga😭,3,3.0
demi uang nyakitin hati orng gamau mbak makasi🙏🏻🙏🏻,3,3.0
pantesan aus kasih sayang ke cowonya ternyata peran bapanya uda ilang ya 😜,3,3.0
kalo bapak lo gaada siapa yang sayang sama lo,3,3.0
minimal gak anak broken home kk🙏🖤,3,3.0
minimal keluarganya cemara kali punya bapak yg syang keluarga bukan sibuk selingkuh,3,3.0
lc pake hijab sekarang,3,3.0
ubur ubur ikan lele minimal punya bapa lah lee mapp yaa ka nga bermaksud🙏🙏,3,3.0
ubur ubur ikan lele bapakmu mana le,3,3.0
magrib bgt 😂😂,3,3.0
minimal muka ga jerawatan punya bapak maaf kk🙏🏼,3,3.0
apasi norak,3,3.0
dp dulu kak nanti aku hujat☺️,3,3.0
pake hijab cuma pas ngonten wkwk aslinya mah terbuka pantes orang bapaknya juga pergi ninggalin wkwk,3,3.0
hhh bapaknya selingkuh😂,3,3.0
gk boleh hujat dia nanti jerawat 🤣,3,3.0
minimal punya bpk bukn tukang selingkuhh,3,3.0
sok asik banget dah dari dulu mah dia sookl cantik norak,3,3.0
komennya ga akan sperti itu kalo si racil ga mulai duluan 😏 ga sadar diri dia punya kekurangan,3,3.0
komennya ga akan sperti itu kalo si racil ga mulai duluan 😏 ga sadar diri dia punya kekurangan,3,3.0
gw tau ko ka cuman gw takut aja jir soalnya waktu gw komen gitu ada yang nyumpahin😭 makanya dari 2023 ampe 2025 gw masih kepikiran😭,3,3.0
iya lubang hidungnya kelebihan lebarnya,3,3.0
mirio dobby apaa baby hayooo,3,3.0
ih mirip org china nama nya syum bhing,4,4.0
dih dhongo,3,3.0
anj lahh🗿😭😭😭,3,3.0
hah anak lu oh,3,3.0
mcm dye nganjing an,3,3.0
sejuk perut mak kau,3,3.0
dia nganjing au,3,3.0
macam tak tahu dye nk menganjing,3,3.0
@︎ pantas allah memberikan mu kekurangan kerna dia tau bagaimana ketika lu sempurna,4,4.0
and then dia macam menganjing tau tak,3,3.0
kan dh nampak kt situ cam menganjing,3,3.0
woi anying 😭,3,3.0
bjir lah,3,3.0
alergi cowo dompet tipis🗿🗿,3,3.0
alergi cowo dompet tipis🗿🗿,3,3.0
lh gue gendut asal loh tau jdi gue psti nyesek😔😔,3,3.0
emang nya lu sebaik apa,3,3.0
kdg mnghina org juga😔🙂,3,3.0
dia hina org dlu masalahnye 😅,3,3.0
dmana mana ad lu anj,3,3.0
anjj 😭😭😭🗿,3,3.0
dia duluan anjr,3,3.0
lah dia yang mulai duluan anj,3,3.0
lu gk tau sifat asli dia 🤭,3,3.0
orng yg dh lma main tiktok tau sifat asli dia kya gmn wkwk,3,3.0
kmu belum tau ya 🗿 karna salah nya sendiri sih ya jadi wajar lah mereka ngehina dia bilang alergi dompet tipis,3,3.0
alergic sama yang cacat 🗿,4,4.0
die elergic dgn dompet tipis itu hal biasa dek bg perempuan tp kalau dh cakap pasal cacat tu body shaming,4,4.0
die elergic dgn dompet tipis itu hal biasa dek bg perempuan tp kalau dh cakap pasal cacat tu body shaming,4,4.0
pantas allah memberikan mu kekurangan kerna dia tau bagaimana ketika lu sempurna,4,4.0
ko nk samakn dgn konten die elergic dgn llki dompet tipis knpa,3,3.0
hinaan perempuan ni buat sudah terpahat di hati setiap lelaki yang kekurangan dalam keuangan😅,3,3.0
dia sebernarnya prnh buat vd cm mna erk nk ckp ala mcm dia kata allergic cowo dompet kosong cmtu tah la x igt ayat dia yg penting ada ayt dompet kosg,3,3.0
ko nk samakn dgn konten die elergic dgn llki dompet tipis knpa,3,3.0
hinaan perempuan ni buat sudah terpahat di hati setiap lelaki yang kekurangan dalam keuangan😅,3,3.0
masalahnya perlu ke nak menghina lelaki yang dompet tipis,3,3.0
mirip artis korea kalo gak slaah nama nya shyum bhing,3,3.0
jejak digital tidak bisa di hapus dan belum tentu orang nya udah berubah atau masih tetep seperti dulu😁,3,3.0
@niah r yg main tiktok dah lama pasti tau dia gmna hahaha,3,3.0
@r pantesan tuhan memberikanmu kekurangan karena tuhan tau bagaimana sifatmu ketika kamu sempurna,3,3.0
anjir yuda😭,3,3.0
yg belum tau sifat asli racil 😰😢😔 yg udah tau sifat asli racil 🤫🤣🤭,3,3.0
dia sebelum ni pun menghina,3,3.0
dahtu dia hina dompet tipis,3,3.0
knp dh tgk pun cuma aku ckp nk kutuk boleh tpi jgn fizik,3,3.0
bpak mu dobby,3,3.0
mak mu dobby,3,3.0
nenek mu dobby,3,3.0
@piqaaaaaaaa sungguh kejam kata kata orang sempurna☺️,3,3.0
minimal tak pernah bilang allergic pp yg dompet nya tipis klau mcmtu dia pon jatuhnya menghina,3,3.0
bukan nak hina la 😁just teringat dia hina org lain tu jak,3,3.0
Memang ciptaan Tuhan yang kayak kalian tuh hina semua,4,4.0
bende lah tak baik lah,3,3.0
anjj @nj @olsx🪐,3,3.0
tobat nji 😩,3,3.0
2th lalu anj 😭😭😭,3,3.0
bukn orang sempurna tpi kita yg mengina dia dluan bukn kita🗿,3,3.0
anj ngelunjak🗿,3,3.0
tanpa dihina pun sudah hina,3,3.0
ani ani no simpanse yess,3,3.0
ngapa in lu anj minta maap,3,3.0
hey hey hujat dulu😭,4,4.0
ini catherine yang kemarin di bokep itu bukan si,5,5.0
admin pdi lagi gabut anying jam segini curiga lagi bagi wasiat pulau🗿,4,4.0
dit anj gue yang sakit ati,3,3.0
parah lu anj,3,3.0
dipuji tak pantas dihina kurang puas,3,3.0
anj bub kata nya😭,3,3.0
tanpa kau hina kau dah hina 🥲🤣🤣,3,3.0
awas nyerenteng,3,3.0
mega jamban,3,3.0
ada tukang korup jir🤭,3,3.0
iya min emang gaberani menghina biasanya kan dihina🥰,3,3.0
lu lagi anj😹,3,3.0
jokowi anj,3,3.0
em bisa tf dlu takut penipuan☺️,3,3.0
habis dianya minta hujat😂,3,3.0
bang coba mikir kalau yang hujat dia tiga ribu orang kayak mana🗿,3,3.0
anjir lo ya dea 😭,3,3.0
ngehujat nya dalem banget sih ini masa kakanya pacaran sama urap sayur,3,3.0
g kuat dia ngehina dia bg😹,3,3.0
ib nwpost kak jangan lupa komen ngehujat nanti yang nyakitin dapat gocap,3,3.0
tanpa dihina pun ia sudah hina,3,3.0
jngnkan menghujat melirik pun ku tak sudi,3,3.0
om punya banyak duit nih apa kamunya mau ipong aja 😭😭,5,5.0
ga ah nnt lu jadi seleb lagi,3,3.0
dihina tanpa hina udah,3,3.0
dipuji tak pantas di aniaya gass,3,3.0
ngelirik aj ga sudi ap lagi ngehujat,3,3.0
belum dihina pun sudah hina,3,3.0
doni anj😭,3,3.0
jangankan menghujat melirik pun ku tak sudi,3,3.0
komenny anj😭,3,3.0
di puji tidak pantas dihina ayo gas,3,3.0
dipuji tidak pantas dihina pun tidak puas,3,3.0
buat ap dihina tf aj udh,3,3.0
mirip anak yadika yang di mixue,3,3.0
orng kalideres ya lu bng kok tau,3,3.0
kurang ajar bngtz😭😭😭,3,3.0
hujat maaf kak,3,3.0
gak berani ngehujat liat muka diri sendiri aja mau muntah,3,3.0
jangan pda hujat eeh ntr ge lu pada di labrak sama om an diaa itu kmaren gua liat dia keluar dri oyo sama om itu,3,3.0
sᴇʟᴇʙ ᴋᴏ ɴɢᴀsɪʜ ɢᴏᴄᴀᴘ ᴍɪsᴋɪɴ ʏᴀ,3,3.0
wkwkwk gw ngk bisa hjt org aj🗿,3,3.0
ani ani yess simpanan no 🗿,3,3.0
liat mukak kakak nya berak ku jd lancar ga sembelit lagi makasi,3,3.0
gausah di hina pun sudah hina,3,3.0
jadi bedmod ngehujat,3,3.0
seleb kikir cma 50 rb,3,3.0
njir mirip yg nyulik rapunsel,3,3.0
wanita penghibur minta di hibur,5,3.0
dihh aura bargesnya nampak kli berhijab diam²rupnua wanita penghibur wanita penghibur sedangkan menghibur diriny😳,3,3.0
inimah elu yg nipuu anjj😭😭,3,3.0
inimah lo yg nipu ege🗿,3,3.0
lu penipu nya😭,3,3.0
iya cookk langsung sakit hati banget😭,3,3.0
jangankan dih kak dikomen emot 😂 atau 🤭 udah kena mental,3,3.0
kumisannn kaya sumanto,3,3.0
bulu onyet,3,3.0
sok cantik,3,3.0
gbkln ada yg mau boking bg🗿,1,3.0
kecuali kalo emg bnr bnr ga like bgt ke orang itu bakal tiba tiba ngehujat secara spontan😭😭,3,3.0
btul kta kkk yg komen dia ni gd duit sok ngada ngadain gift,3,3.0
sama anjj,3,3.0
nantangin si klo kek gitu kalo gw kek apsi 😭,3,3.0
caper 😹,3,3.0
ga enakan banget anj jdi orang😭,3,3.0
anjj lu minta maaf duluan😭,3,3.0
anj 😔,3,3.0
anj 😭😭,3,3.0
anj 😭,3,3.0
inimah fitnah anjggg,3,3.0
anj lu😭😭😭,3,3.0
anj pedes juga lu😂,3,3.0
gua di kasih emot 😹😹 aj udh kena mental,3,3.0
lu gamau gaush jir org dia yg nyuruh kok😹,3,3.0
ente yakin itu kambing,3,3.0
tembel bulu jmbt,5,5.0
lantammm muncung ny kk🗿,3,3.0
lah lawak itu kknya minta dihujat yg bilang lu jga siapa cill gini nih kalo bocil dikasih hp wkwk kocak,3,3.0
tanpa di hina udh hina,3,3.0
tanpa dihina pun sudah hina,3,3.0
wanita penghibur wkwk,5,3.0
demi uang terus nyakitin perasaan orang not my style,3,3.0
belum dihina pun sudah hina,3,3.0
yang hujat butuhh duit🗿,3,3.0
nyakitin hati orang demi uang 😏😏sorry not my style,3,3.0
demi uang rela menyakiti perasaan orang not my style,3,3.0
jadi jahat buat dpt uang not my style,3,3.0
ternyata lc sekarang pake jilbab ya 😹😹,3,3.0
tanpa dihina pun sudah hina,3,3.0
demi uang terus nyakitin perasaan orang not my style,3,3.0
pasti hyper,5,5.0
ga usah di hina kak kan emang udh hina,3,3.0
tanpa dihina pun sudah hina,3,3.0
mau dihujat sisi mana jir udh hina banget padahal baru liat,3,3.0
mau dihujat sisi mana jir udh hina banget padahal baru liat,3,3.0
sebelum dihina dia sudah hina,3,3.0
gw jg mau tes mental cb hujat di vt gw,3,3.0
tes mental bukan minta orang ngatain lu kayak pengemis hinaan mau tahan mental hadapi kritik asli bukan bikin konten minta dijatuhin 😂,3,3.0
kapan lagi bisa ngehina sama orang yg udh hinaa,3,3.0
nyakitin perasaan demi uang cihh ogah bgt🙏 sorry not my style,3,3.0
anak gundorowo,3,3.0
lc kok bejilbab,3,3.0
oh ini yg cwek simpanan taeil taeil itu,3,3.0
buka jilbab aja ka malu maluin,3,3.0
kasian kerudungny🤣,3,3.0
kerudungnya di anggurin 🤣,3,3.0
najis jipon😭😭,3,3.0
rambut lo noh benerin,3,3.0
jipon lo noh🤭,3,3.0
jipon kek jamet,3,3.0
lepas aja jilbab kelen,4,4.0
blum dihina pun sudah hina,3,3.0
anjir cok gelep,3,3.0
lah ka g baca dia kan minta di hujat 😃,3,3.0
hujatannya ga ada yng bercanda jirrr eehh ehh mantappp😹,3,3.0
idih najis,3,3.0
konsep hijabnya apa kak bukak aja kalo ga,4,4.0
rambut mu jamet,3,3.0
alay rambut mu tu met,3,3.0
kamu juga alay kok profilbya😂,3,3.0
nggak mau karena kamu bikin kecewa islam,4,4.0
pdhal ciput murah lohh,3,3.0
blum dihina pun sudah hina,3,3.0
gimana mau hujat kknya cantii amat🫰🏻,3,3.0
niatt pake krudung ga si,3,3.0
jipon ih jamet,3,3.0
ga gabole hujatt gua orang nya ga enakan weee,3,3.0
blm baca text aja udah nyinyir gua😹,3,3.0
gayamuu mett😹😹,3,3.0
sok cantik bangat alay yaa,3,3.0
canti kayk gini gacocok di hujat🤭🤭🤭,3,3.0
gayamu reng😹,3,3.0
yg pada komen sebenarnya udh mau hujat😭,3,3.0
ko gw buat gaada yg hujat gw ya apa karena gw terlalu imut untuk di hujat,3,3.0
nying jahat x😭,3,3.0
buat apa pake jilbab kalo rambut nya keliatan gtu,3,3.0
niat jilbaban ga si wkwk,3,3.0
pake jelbab ko nampak rambut,3,3.0
alay bgt sih 😹🧢,3,3.0
fungsi hijab apa nutup aurat tapi kok rambutnya kelihatan🤭,3,3.0
fungsi hijabb untuk apa kalo tetap keliatan rambutt 🤨,3,3.0
ciput murah😹,3,3.0
alay anjir kerudung rambutnya keliatan jokesss,3,3.0
sok cantik kau bujangg☝😆,3,3.0
idih so asik,3,3.0
alay banget sok tiktokers gitu dih😏,3,3.0
hujat udh kan,3,3.0
lepas aja tu jilbab rambut aja masih keliatan,3,3.0
gmna mw jd tiktokers di hijab aja blm bnr🤭,3,3.0
cepet betingkah,3,3.0
followers masi ratusan ngaku seleb mimpi 😂😂🤣🤣,3,3.0
guna hijab buka aja mbak klok ga niat makek,3,3.0
inimah memang mau dihujat,3,3.0
mending gausah pake jilbab klo masih keliatan rambut nya,3,3.0
buka jilbab aja ka udh keliatan rambutnya,3,3.0
gak usah di hina ya di sudah terhina,3,3.0
cirii pengangguran lc 🤭😹🆙,3,3.0
jilbab malu sm km kak,3,3.0
sok cantik bet anjir,3,3.0
dih apaan jilbab begitu cosplay marsha lo 🙄,3,3.0
otak bkp😹,3,3.0
@lay anak baik numpang karir sama yohan nti udh di atas yohan di lupakan🤭,3,3.0
@arsy⚡📈 numpang karir sama yohan nti udh di atas yohan di lupakan😹,3,3.0
itu ma lu yg nipu😹,3,3.0
tinggal hina udah kelar penipu juga bakal jawba,3,3.0
ketipu orang❌ nipu orang✅,3,3.0
playing victim anj😭😹,3,3.0
lonte lontong sate bang🗿,3,5.0
lu pikir keren aduhhh demi uang,3,3.0
pantesan yohan mau ternyata wanita penghibur,3,3.0
nambihin dosa kritik seaorang emang situ benar,3,3.0
ngemis kocak kocak,3,3.0
gausa di hina lu uda hina,3,3.0
njir disini yg sakit hati🗿,3,3.0
wanita penghibur wk,3,3.0
lah lu kenapa bocil anj😹,3,3.0
ko yohan mau ya ama cewe penghibur,3,3.0
belum dihina udah hina,3,3.0
lah ini orang yang di bilang buruk rupa ama si yohan pantesan gua lihat yohan jalan ama cewe lain,3,3.0
kaya gapernah nyakitin ibu lu demi duit aja,3,3.0
nge hina sesama manusia semua manusia cipta an tuhan kalo kamu nge hina sesama manusia berarti kamu nge hina cipta an tuhan mode alim lagi bulan puasa😇,3,3.0
pasti nyakitin sih 😆,3,3.0
dia yg minta di hujat🤪🤙,3,3.0
gapapa bang dia sendiri yang minta dihina 😭,3,3.0
@a l l nyakitin hati orang demi uang 😏😏sorry not my style,3,3.0
ani ani lagi promosi😹😹,3,3.0
katanya suruh nyakitin 🗿,3,3.0
numpang karir sama yohan nti udh di atas yohan di lupakan🤭,3,3.0
dari sini kita nampak siapa aja netizen yg udh buat hinaan dari dlu sampe sekarang 😹,3,3.0
awas loh tar selingkuh tuh cowo lu wkwk😹😹😹,3,3.0
kan disuruh nyakitin liat vt nya gak,3,3.0
kan di suruh hujat,3,3.0
lahh kata dia kan hujat dia dapat yangg kocak,3,3.0
lah itu disuruh kan disuruh hujat 🗿,3,3.0
bocah epep😹😹 phlawan tiba,3,3.0
pup ayam kalo yg jelek ga di suruh lu hujat juga,3,3.0
cewek merusak lobang karna uang😂,5,3.0
kalo gini mah pelecehan kocak,3,3.0
ba pacar yohan yang katanya sepinter itu tapi nulis thinking masih thingking hadeh yohan seleranya di fisik doang kyknya,3,3.0
hujat aku bukan ortu bisa baca ngga,3,3.0
hujat dia bkn pabak nya lain kali belajar membaca 😹,3,3.0
ngelunjak lu 🗿,3,3.0
wanita penghibur lewat fyp🤡🤡,5,3.0
pantesan mau sama yohan ternyata numpang karir yohan doang kalo gue malu tuh🤭,3,3.0
gaperlu dihina juga udah hina,3,3.0
ga di hina juga udah hina sih,3,3.0
ngelunjak lu 🗿,3,3.0
tanpa di hina pun sudah hina,3,3.0
rela ngehujat orang gara duit,3,3.0
ga perlu di hina udah hina😹,3,3.0
tanpa di hina pun sudah hina,3,3.0
˃ᯅ˂ tahann ꪊꪻ⊂ lepaskan aku iciboss,3,5.0
mau bngt dihujat situ siapa,3,3.0
ngejar yohan buat dapetin harta nya doang😂,3,3.0
pantesan ngejar yohan gak laku,3,3.0
tf nya cmn 100k mskin,3,3.0
ga di hina aja udah hina,3,3.0
sebelum dihina pun sudah hina,3,3.0
gaush di hujat aja udah hina😹,3,3.0
mau hujat tapi aku lebih hina kayanya😭,3,3.0
belum di hina udah hina duluan,3,3.0
ngejek orang hanya untuk 100k sorry i am very very crazy rich tapi crazy nya doank,3,3.0
bukan didikan orang tua yg main kotor 🙏🏻,3,3.0
pura ga sakit hati pdhl gapunya duitt,3,3.0
tanpa dihina pun sudah hina😹,3,3.0
bntr lg yohan ditinggal ini sama gwen modal numpang karir🔥,3,3.0
chindo kok ga punya toko itu cina atau kaum elitt wkwkwk,4,4.0
gak dihujat aja sudah hina😂,3,3.0
bisa ga lo jngan cantik,3,3.0
gausah dihina jga uda cina😂😂,3,3.0
kak uen kaya ani ani,3,3.0
menghina mahluk hina adalah sebuah penghinaan,3,3.0
demi uang terus nyakitin perasaan orang not my style🔥,3,3.0
gausah di hina udah hina,3,3.0
rambit merah mau jadi pesulap merah🤣,3,3.0
anj 😭,3,3.0
tiba tiba bgtt anjirr😭😭👊🏻,3,3.0
@erika si anjir karam udah masi di bahas 😭😭😭😭😭😭😭😭😭😭,3,3.0
hujat aing bil sarua hyg diet,3,3.0
udah ya anjirr😭😭😭,3,3.0
si anying😭,3,3.0
gua yg sakit ati ka😭,3,3.0
jir disrespek,3,3.0
@cîaaa @lynnhrtzuᵕ̈ @دين @c dnt jahat bgt😭😭😭😭😭😭😭😭,3,3.0
jahat bgt😭😭😭,3,3.0
mulutnya 😭🤏🏻,3,3.0
@muleek njiirrr😭😭😭,3,3.0
komen komen e bener bener anjir le😭,3,3.0
kan dia yang mau dihujat,3,3.0
pelit amat kak☹️,3,3.0
baru mau ngehujat liat komen ini gajadi ☹️,3,3.0
kalo ga salah sii kalo orang nya yg mau di hina gapapa kok dosa nya ga ke kamu,3,3.0
anjrt ikut sakit hati😭😭,3,3.0
anjir lu ah gw iri angry,3,3.0
parah bgt anj,3,3.0
kan dia minta di hujat jadi ngga papa tapi yaa😭😭,3,3.0
iyaa jirr jahat banget tapi adminnya butuh motivasi lagi wkwk😭😭,3,3.0
kan kaka nya minta di hujat kak ya bener lah kakanya nge hujat😭😭😭,3,3.0
kan dia nya yg minta hujat jadi gpp lah biar jadi motivasi ☺️,3,3.0
demi apaa bener bgt gw ga tega hujat kaka nya 😭,3,3.0
sama😢 tapi kaka nya yg minta di hujat😢,3,3.0
gpp kak orang dia yang mau di hujat,3,3.0
tpi kk nya yg nyuruh biar deh biar dia sakit hati langsing😭,3,3.0
komenan ter kurang ajar 😭🙏,3,3.0
kurang ajar ni😭,3,3.0
halus tapi nyelekit anj😭,3,3.0
heh anjrr😭😭😭😭,3,3.0
setiap orang memiliki kekurangan tapi kalo yg ini kekurangajaran🥰🙏,3,3.0
si anying,3,3.0
antara hina an dan pujian 🗿,3,3.0
kasusnya naro cctv di kamarmandi kamu🗿,5,5.0
@⭒๋𝓚𝔂𝔂𝓼𝓷˖ྀི istri taeil weh,3,3.0
si anjjjjjjj😭😭😭,3,3.0
anj bener² ye luuu😭😭,3,3.0
mau hujat tp gaenakan😭,3,3.0
lu ngapain anjir,3,3.0
kak yu post di fb aja biar bisa ku hujat sepuas puas nya,3,3.0
aku liat di tiktok kalo ngehujat ada yang bercandaa tapi kalo di ig aku liat jarang bercanda parah hujatnya,3,3.0
dikasih longtext dan dry text yg nyakitin😹,3,3.0
tanpa dihina pun sudah hina,3,3.0
emang udah hina gitu,3,3.0
maksudnya tanpa di suruh ngehina pasti ada aja yang ngehina,3,3.0
maksudnya tanpa harus di hina yang buat video ini itu udah terhina gitu dia,3,3.0
ka anjirr gue yg sakit hati😭😭wkwk,3,3.0
anjj ini nusuk bgt sumpah,3,3.0
fiks elu yg dapet tf kak,3,3.0
nemu aje lu anj komentar gua😭,3,3.0
apaan anj😭😭😭,3,3.0
ngehujat aja belum udah klarifikasi aja,3,3.0
kasar bgt inii😭😭😭,3,3.0
jht bgt😭,3,3.0
cok yg ini😭😭,3,3.0
bjir banget kak😔😭,3,3.0
mau aku hujat ga git,3,3.0
diem mane can,3,3.0
kok kepikiran anjjjj,3,3.0
lucuu banget si anj,3,3.0
anjir cape bgt😭,3,3.0
anjirrr🤣 @jessica,3,3.0
anj 😭😭,3,3.0
ya lu anj bisa bisanya😭😭,3,3.0
anjr jahat 😭😭😭😭,3,3.0
lembut banget hinaanya🗿,3,3.0
mimpi buruk keranda mayat,5,3.0
@didianira ni negara emg nomor 1 anj kl soal ngehujat😭,3,3.0
lo keterlaluan jir☹️,3,3.0
kurang ajar😭,3,3.0
kurang ajarr😭😭,3,3.0
woyyy jahat amat lu 😭😭,3,3.0
soalnya dia yg minta hujat klo dia kaga minta di hujat komen nya pasti pada ngehina,3,3.0
abis ngehujat reply an nya lgsung klarif😭,3,3.0
otw di hujt 😭😭,3,3.0
ga pantes jdi hatters kak😭,3,3.0
bjirr lah ini gue juga sakit hati kosyakkkkk 😭😭😭😭,3,3.0
gua kit heart sama komen ini dibanding yg laen 😭😭 tp gua tau juga lu cuma nurut kakanya udh mana ga enakan 😔,3,3.0
jahat bgt😭,3,3.0
bjirrr bawa bawa walid lagi tapi iya sih🗿,3,3.0
kakanya ko ga like komen ku ya jangan jangan dia beneran sakit hati😭😭😭,3,3.0
ku kira hino dutro ternyata pongo pygmaeus 🙏,3,3.0
kurang ajar 😭,3,3.0
pahalanya tenggelam karna gk pakr hijab,3,3.0
kurang ajar lu wkwkwkwkwkwkwkw lucu bgt snjtjtu,3,3.0
tanpa di hina pun sudah hina🤪🤪,3,3.0
orang jahat gaenakan😭,3,3.0
jahat bgt😭😭,3,3.0
jir janda anak 3,3,3.0
wow u so feri feri englis yeh so feri dont hate she yes,3,3.0
stop bro don t judge without me😹,3,3.0
tpi dia yg mintak di hujat💔,3,3.0
kak kayanya kalo pesen gojek driver nya langsung resign deh disuruh ngangkut hino dutro,3,3.0
tidak di hina pun kau sudah hina,3,3.0
kan dia suruh hujat diri sendiri gaje🤣🤣🤣🤣,3,3.0
perasaan tadi gua cari cewek mahar 1m kok yg muncul serial kartun spongebob sih nyonya puff,3,3.0
apasi gajelas freak ga lucu,3,3.0
gatau mau hujat gmn kak cakep bgt soalnya,3,3.0
ini bener² mantep bgt hujatannya 😭,3,3.0
sndirinya mau diet👎🏻,3,3.0
emng diet harus dihujat dulu,3,3.0
gamau ngehina org kamunya sendiri ga sayang sama diri sendiri ya kalo sayang mah ngga ngasih makan ego dg embel² self love tp bikin rusak tubuh,3,3.0
ikut sakit hati bacanya,3,3.0
anj asep 😭,3,3.0
ka sumpah gua tiap ada org yg komen gini gua yg sakit ati 😭,3,3.0
jahat bngt😭@𝓱,3,3.0
kak pemain sumo,3,3.0
tanpa dihina pun sudah hino🗿,3,3.0
anj sok cantik😳🗿,3,3.0
gw cari truk fuso yang muncul malah dia😹😹😹,3,3.0
gausah dihujat udah hina sendiri,3,3.0
tenan iki kudu di hujat,3,3.0
njir hino dutro kok munculnya manusia sih,3,3.0
ani ani no simpanse yesss,3,3.0
dihina tidak tumbang dipuji tidak pantas bangg🗿,3,3.0
anj mau di scroll berat banget emang berapa sih bb mu kak,3,3.0
mau dihina tapi emang ngehina,3,3.0
judol ajg,3,3.0
ani ani no apaan anying gblok,3,3.0
kejutan terus menerus di 𝐀𝐒𝐈𝐀𝐆𝐄𝐍𝐓𝐈𝐍𝐆 paling mantap,1,1.0
caeer lagi caer lagi 𝑾𝑬𝑻𝑶𝑵88 emang ga ada obat dehh,1,1.0
ronde berikut coba di 𝐖𝐄𝐓𝐎𝐍𝟖𝟖 bang,1,1.0
fix 🚩ᗯetoᑎ88🚩 nomor satu pelayanannya cepet 👍,1,1.0
teruslah jadi inspirasi buat banyak orang ya w̾e̾t̾o̾n̾8̾8̾,1,1.0
gak cuma keren tapi juga berfaedah 👑𝐖𝐄𝐓𝐎𝐍 𝟖𝟖👑the best,1,1.0
keren parah ᗯetoᑎ88 pengen nonton ulang 👏,1,1.0
gue doain channel ini makin sukses 𝐖𝐄𝐓𝐎𝐍𝟖𝟖,1,1.0
memorable banget karena 𝙬 𝙚 𝙩 𝙤 𝙣 88 cerita ngena the best 💖,1,1.0
asli deh ⭐𝙬 𝙚 𝙩 𝙤 𝙣 88⭐ sama konten lo sama sama bikin betah 🏠,1,1.0
paling mantab emang baru sadar saya 🍎 ⋆ 🍭 🎀 𝒴𝒰𝒦𝟨𝟫 🎀 🍭 ⋆ 🍎 emang rekomendasi,1,1.0
promosi aja terus tuh judol semoga hidup mu sesengsara korban mu amin,3,0.0
